# Acquisition Start Time: 2025-08-13 15:41:54.920386
# Total data points: 8539
# Data source: 完整数据（临时文件）
# Memory optimized: True
# Data format: Doctor mode (original values only)

time(s),传感器 1,传感器 2,传感器 3,传感器 4,传感器 5,传感器 6,传感器 7,传感器 8,传感器 9,传感器 10
34.399739503860474,1687.9336162428338,2186.005372451148,1151.1216551541258,1858.4239982016609,1565.16978507216,1681.9333696256738,1142.5366851606043,2060.9107191271723,1365.7557912597244,219.22628630311905
34.41173791885376,1686.1751898800305,2186.6883508718315,1151.5667736451594,1858.1077343997752,1563.9341345673397,1681.9561695739771,1142.665864008527,2062.7630391281145,1365.5453824597992,218.97386588022397
34.41273880004883,1682.6270889636548,2189.4671019470275,1151.8496682418292,1858.708172685717,1564.9189029449951,1682.2873856020747,1137.768673683342,2066.719428494197,1365.7898815364267,219.4249992041957
34.42726922035217,1681.0333708873368,2190.8828674500387,1151.4483576787604,1857.4348208256115,1565.5478822541336,1681.3417813349283,1136.6558067679694,2067.834707446039,1365.5475536327097,219.20559111109426
34.429269790649414,1683.2799048211132,2198.220466621945,1151.5304491641677,1857.6700118560218,1566.834591073753,1682.142449617338,1141.8331007482311,2077.8447245376387,1366.1386942832562,219.57835171858423
34.44327211380005,1681.4778298186588,2208.732460648044,1151.9035318161525,1857.8532788494183,1566.4174122250452,1681.5690275744128,1138.8135701619797,2087.9723665945694,1365.6677001400014,219.0222863410554
34.44427251815796,1680.552568629708,2211.652011054389,1151.9825837144838,1857.8327426713763,1567.3042990148094,1681.5571495285978,1137.773993494997,2090.7902451782843,1365.3584806964466,220.03022547996758
34.45922780036926,1677.980286604785,2208.5032168201383,1152.37893660944,1857.6137891466446,1567.372680536019,1681.2038524413933,1135.31198191934,2089.18984078459,1365.1634487405295,219.3890069220001
34.45922780036926,1677.9366191088293,2211.1670091129736,1153.371573877269,1857.1779559319973,1568.5403870575224,1680.7634948660643,1135.0205399362865,2093.2180280281386,1364.5142674383112,219.86794454883628
34.47422647476196,1678.2802846903635,2209.8088122964914,1153.8537317562136,1855.8970278473244,1568.9440386163028,1680.4000986215763,1134.906543612576,2091.8047550228553,1363.6574169056814,219.54844783369103
34.47422647476196,1679.8785601036057,2210.3527452100607,1155.0522994152695,1856.5298091410978,1569.5501024389505,1680.2512424740141,1137.8662981713937,2092.478161725361,1363.733208622255,219.75983283826787
