# Acquisition Start Time: 2025-08-11 17:22:19.097304
# Total data points: 1007
# Data source: 完整数据（临时文件）
# Memory optimized: True
# Data format: Doctor mode (original values only)

time(s),传感器 1,传感器 2,传感器 3,传感器 4,传感器 5,传感器 6,传感器 7,传感器 8,传感器 9,传感器 10
0.022801637649536133,1521.0,1690.0,1072.0,2009.0,1495.0,1717.0,1161.0,1584.0,1381.0,211.0
0.023802518844604492,1521.0,1687.0,1067.0,2007.0,1494.0,1719.0,1163.0,1588.0,1382.0,211.0
0.03831005096435547,1521.0,1690.0,1070.0,2009.0,1495.0,1712.0,1164.0,1587.0,1381.0,210.0
0.03931021690368652,1520.0,1687.0,1071.0,2009.0,1493.0,1719.0,1162.0,1586.0,1379.0,212.0
0.05688619613647461,1520.0,1689.0,1069.0,2006.0,1494.0,1713.0,1162.0,1584.0,1383.0,213.0
0.05993795394897461,1523.0,1690.0,1072.0,2011.0,1494.0,1711.0,1162.0,1587.0,1382.0,211.0
0.060938358306884766,1523.0,1687.0,1070.0,2010.0,1494.0,1715.0,1164.0,1587.0,1382.0,213.0
0.08495306968688965,1522.0,1689.0,1071.0,2010.0,1495.0,1715.0,1163.0,1585.0,1383.0,211.0
0.08636474609375,1520.0,1686.0,1067.0,2011.0,1498.0,1717.0,1163.0,1589.0,1381.0,211.0
0.08686685562133789,1520.0,1691.0,1072.0,2013.0,1499.0,1714.0,1161.0,1584.0,1382.0,213.0
0.10155391693115234,1520.0,1690.0,1070.0,2009.0,1494.0,1719.0,1161.0,1590.0,1382.0,213.0
0.10155391693115234,1520.0,1687.0,1069.0,2005.0,1491.0,1714.0,1161.0,1586.0,1381.0,213.0
0.11606001853942871,1522.0,1689.0,1070.0,2013.0,1494.0,1718.0,1163.0,1587.0,1381.0,211.0
0.11706018447875977,1521.0,1691.0,1070.0,2010.0,1495.0,1713.0,1163.0,1587.0,1382.0,209.0
0.1363670825958252,1519.0,1687.0,1067.0,2009.0,1495.0,1723.0,1162.0,1590.0,1382.0,211.0
0.1363670825958252,1520.598263436602,1690.0090983366122,1073.1371868354884,2009.323257570558,1494.5894104804267,1718.2634965454206,1160.3120877439637,1582.9506066472732,1380.8714699095651,211.13628631847988
0.14739251136779785,1520.5773222589517,1690.0092639685167,1072.7051364347897,2009.572822158632,1494.6422067864196,1718.974940349892,1160.398102929625,1583.1524096764017,1380.8871694168631,211.19203301501645
0.1488969326019287,1520.9210970144618,1689.7205166603223,1072.8412153636013,2009.4642565983056,1494.6256346275832,1718.3241211790855,1160.4871030752824,1583.2866004915804,1380.97540437039,211.24803868999751
0.162949800491333,1520.4746609316846,1689.8611036685422,1072.9005204530533,2009.5045065756847,1494.5371486597182,1717.9683524044344,1160.2150763767354,1583.3526094157157,1380.9928997650898,211.23392674200645
0.1641862392425537,1520.6039310228239,1690.1446455157243,1072.3813854262576,2009.1866309745833,1494.7356532564181,1717.6825936735604,1160.5887173573003,1583.565783918748,1381.0850871275525,211.2225235299668
0.1781601905822754,1520.7290672770612,1689.8528867620169,1072.5824310054534,2009.4471748073286,1494.7163215949474,1717.6806254364833,1160.6712742397442,1583.491345078677,1381.1087142975198,211.1411431333567
0.18021249771118164,1520.8522718346865,1690.0678331766953,1072.2790912822848,2009.2769348434438,1494.694948303216,1717.3852909175753,1160.8262970545181,1583.8493231639538,1380.990952645853,211.1330205656358
0.1932668685913086,1520.75748675502,1689.8506175945515,1071.9038535633313,2009.4716231042498,1494.8146293822097,1717.5925728815607,1160.6193901667666,1584.1368888414609,1381.0908280002327,211.2709347476078
0.19626736640930176,1520.8764489532746,1689.703524575795,1071.959607131382,2009.2379617449596,1494.713878481298,1717.1504486374151,1160.914109363662,1583.9216709774528,1381.0467686081597,211.1957647117562
0.20929336547851562,1520.8475616043172,1689.6946869706292,1071.6535822733256,2009.2237799174645,1494.6790595684486,1718.1599171842697,1160.9169177241183,1584.4284033535457,1381.0745757420195,211.12344384469122
0.2115631103515625,1521.0321422870845,1689.6786747259323,1071.709214448634,2008.9925245474444,1494.7805901685003,1716.657082971809,1160.9890640804515,1584.3586684675931,1380.9558589526362,211.12438332571108
0.22507786750793457,1520.2707275950236,1689.8738680903368,1071.406440056403,2008.9736982317272,1494.8025109239934,1716.5269389908915,1160.9121406536528,1584.5780989866464,1380.9768835051384,211.12577316530442
0.22807812690734863,1521.01145032719,1689.778112244985,1071.3231006528142,2008.949028107796,1494.6721143962002,1716.533076858341,1161.1179404764837,1585.0158097062265,1381.1375753287832,210.98201273017952
0.24062180519104004,1521.0222851900296,1689.8258028182324,1070.9526550621924,2008.9913289786266,1494.6759426694468,1716.4623010856112,1161.247303238857,1584.6620777448002,1380.9332797619768,211.27036531315295
0.2561321258544922,1520.958208593481,1689.582965731379,1070.9432921674495,2008.9575265580893,1494.9597838084635,1716.8994317279332,1161.0115398008745,1585.0280313885867,1381.011854851201,211.05420080750577
0.25713229179382324,1520.889921565076,1689.8431625400567,1070.8634730256153,2008.9205193914104,1494.8784943636401,1716.190177178852,1161.4199371165498,1585.3926274885544,1381.2301950580513,211.19951142173016
0.2601470947265625,1520.4516685578901,1689.4518730639147,1070.4976004699292,2009.0260037976518,1494.9394107292703,1716.135232090583,1161.392815738252,1585.325806122026,1381.1588530384872,211.12885930669214
0.2731893062591553,1520.939462024124,1689.92556078313,1070.348369503758,2009.0605839144796,1494.9269505516618,1715.936966473703,1161.3643793531155,1585.4021284938185,1381.159418763001,211.13091256963858
